article,importance,importance_updated,quality,quality_updated,article_history_link,article_link,article_talk,article_talk_link,title,page_id,ns
International Higher School of Medicine,Low-Class,2012-11-08T08:48:00Z,Stub-Class,2012-11-08T08:48:00Z,https://en.wikipedia.org/w/index.php?title=International%20Higher%20School%20of%20Medicine&action=history,https://en.wikipedia.org/w/index.php?title=International%20Higher%20School%20of%20Medicine,Talk:International Higher School of Medicine,https://en.wikipedia.org/w/index.php?title=Talk:International%20Higher%20School%20of%20Medicine,International Higher School of Medicine,35074648,0.0
International Journal of Neuroscience,Low-Class,2010-02-21T06:10:25Z,Stub-Class,2010-01-30T16:24:18Z,https://en.wikipedia.org/w/index.php?title=International%20Journal%20of%20Neuroscience&action=history,https://en.wikipedia.org/w/index.php?title=International%20Journal%20of%20Neuroscience,Talk:International Journal of Neuroscience,https://en.wikipedia.org/w/index.php?title=Talk:International%20Journal%20of%20Neuroscience,International Journal of Neuroscience,25868123,0.0
International Society of Addiction Medicine,Low-Class,2024-05-15T04:27:22Z,Stub-Class,2024-05-15T04:27:22Z,https://en.wikipedia.org/w/index.php?title=International%20Society%20of%20Addiction%20Medicine&action=history,https://en.wikipedia.org/w/index.php?title=International%20Society%20of%20Addiction%20Medicine,Talk:International Society of Addiction Medicine,https://en.wikipedia.org/w/index.php?title=Talk:International%20Society%20of%20Addiction%20Medicine,International Society of Addiction Medicine,40258739,0.0
International Society of Dermatopathology,Low-Class,2018-08-20T08:00:03Z,Stub-Class,2018-08-20T08:00:03Z,https://en.wikipedia.org/w/index.php?title=International%20Society%20of%20Dermatopathology&action=history,https://en.wikipedia.org/w/index.php?title=International%20Society%20of%20Dermatopathology,Talk:International Society of Dermatopathology,https://en.wikipedia.org/w/index.php?title=Talk:International%20Society%20of%20Dermatopathology,International Society of Dermatopathology,58205537,0.0
Jaiveer Agarwal,Low-Class,2019-08-27T17:35:18Z,Stub-Class,2024-02-10T01:09:43Z,https://en.wikipedia.org/w/index.php?title=Jaiveer%20Agarwal&action=history,https://en.wikipedia.org/w/index.php?title=Jaiveer%20Agarwal,Talk:Jaiveer Agarwal,https://en.wikipedia.org/w/index.php?title=Talk:Jaiveer%20Agarwal,Jaiveer Agarwal,25103484,0.0
James S. Tan,Low-Class,2014-11-06T20:54:01Z,Stub-Class,2014-11-06T20:54:01Z,https://en.wikipedia.org/w/index.php?title=James%20S.%20Tan&action=history,https://en.wikipedia.org/w/index.php?title=James%20S.%20Tan,Talk:James S. Tan,https://en.wikipedia.org/w/index.php?title=Talk:James%20S.%20Tan,James S. Tan,10668950,0.0
Jean Baptiste Barth,Low-Class,2019-08-28T20:34:50Z,Stub-Class,2019-08-28T20:34:50Z,https://en.wikipedia.org/w/index.php?title=Jean%20Baptiste%20Barth&action=history,https://en.wikipedia.org/w/index.php?title=Jean%20Baptiste%20Barth,Talk:Jean Baptiste Barth,https://en.wikipedia.org/w/index.php?title=Talk:Jean%20Baptiste%20Barth,Jean Baptiste Barth,14136745,0.0
Jerome Lowenstein,Low-Class,2019-06-10T17:24:46Z,Stub-Class,2019-06-10T17:24:46Z,https://en.wikipedia.org/w/index.php?title=Jerome%20Lowenstein&action=history,https://en.wikipedia.org/w/index.php?title=Jerome%20Lowenstein,Talk:Jerome Lowenstein,https://en.wikipedia.org/w/index.php?title=Talk:Jerome%20Lowenstein,Jerome Lowenstein,60589240,0.0
John A. Jane,Low-Class,2010-08-19T02:37:16Z,Stub-Class,2010-08-19T02:37:16Z,https://en.wikipedia.org/w/index.php?title=John%20A.%20Jane&action=history,https://en.wikipedia.org/w/index.php?title=John%20A.%20Jane,Talk:John A. Jane,https://en.wikipedia.org/w/index.php?title=Talk:John%20A.%20Jane,John A. Jane,10957470,0.0
John Souttar McKendrick,Low-Class,2021-02-22T19:13:03Z,Stub-Class,2020-11-30T19:35:39Z,https://en.wikipedia.org/w/index.php?title=John%20Souttar%20McKendrick&action=history,https://en.wikipedia.org/w/index.php?title=John%20Souttar%20McKendrick,Talk:John Souttar McKendrick,https://en.wikipedia.org/w/index.php?title=Talk:John%20Souttar%20McKendrick,John Souttar McKendrick,54498259,0.0
Joint Committee for Traceability in Laboratory Medicine,Low-Class,2008-02-22T03:46:04Z,Stub-Class,2007-03-11T21:52:13Z,https://en.wikipedia.org/w/index.php?title=Joint%20Committee%20for%20Traceability%20in%20Laboratory%20Medicine&action=history,https://en.wikipedia.org/w/index.php?title=Joint%20Committee%20for%20Traceability%20in%20Laboratory%20Medicine,Talk:Joint Committee for Traceability in Laboratory Medicine,https://en.wikipedia.org/w/index.php?title=Talk:Joint%20Committee%20for%20Traceability%20in%20Laboratory%20Medicine,Joint Committee for Traceability in Laboratory Medicine,7676467,0.0
Juli Crocombe,Low-Class,2017-06-26T23:47:56Z,Stub-Class,2017-06-26T23:47:56Z,https://en.wikipedia.org/w/index.php?title=Juli%20Crocombe&action=history,https://en.wikipedia.org/w/index.php?title=Juli%20Crocombe,Talk:Juli Crocombe,https://en.wikipedia.org/w/index.php?title=Talk:Juli%20Crocombe,Juli Crocombe,54400334,0.0
Karl Mellinger,Low-Class,2019-08-27T20:47:22Z,Stub-Class,2019-08-27T20:47:22Z,https://en.wikipedia.org/w/index.php?title=Karl%20Mellinger&action=history,https://en.wikipedia.org/w/index.php?title=Karl%20Mellinger,Talk:Karl Mellinger,https://en.wikipedia.org/w/index.php?title=Talk:Karl%20Mellinger,Karl Mellinger,51874888,0.0
Konrad Schäfer,Low-Class,2018-03-09T02:47:50Z,Stub-Class,2018-03-09T02:47:50Z,https://en.wikipedia.org/w/index.php?title=Konrad%20Sch%C3%A4fer&action=history,https://en.wikipedia.org/w/index.php?title=Konrad%20Sch%C3%A4fer,Talk:Konrad Schäfer,https://en.wikipedia.org/w/index.php?title=Talk:Konrad%20Sch%C3%A4fer,Konrad Schäfer,56762697,0.0
Lactation consultant,Low-Class,2018-01-15T19:33:05Z,Stub-Class,2018-01-15T19:33:05Z,https://en.wikipedia.org/w/index.php?title=Lactation%20consultant&action=history,https://en.wikipedia.org/w/index.php?title=Lactation%20consultant,Talk:Lactation consultant,https://en.wikipedia.org/w/index.php?title=Talk:Lactation%20consultant,Lactation consultant,37860547,0.0
Leonard B. Strang,Low-Class,2017-12-24T02:13:41Z,Stub-Class,2017-12-11T18:11:12Z,https://en.wikipedia.org/w/index.php?title=Leonard%20B.%20Strang&action=history,https://en.wikipedia.org/w/index.php?title=Leonard%20B.%20Strang,Talk:Leonard B. Strang,https://en.wikipedia.org/w/index.php?title=Talk:Leonard%20B.%20Strang,Leonard B. Strang,55624672,0.0
Life Extension Institute,Low-Class,2013-07-03T01:41:42Z,Stub-Class,2013-07-03T01:41:42Z,https://en.wikipedia.org/w/index.php?title=Life%20Extension%20Institute&action=history,https://en.wikipedia.org/w/index.php?title=Life%20Extension%20Institute,Talk:Life Extension Institute,https://en.wikipedia.org/w/index.php?title=Talk:Life%20Extension%20Institute,Life Extension Institute,16993993,0.0
Louis Lowenstein (medicine),Low-Class,2010-02-18T01:43:38Z,Stub-Class,2010-02-18T01:43:38Z,https://en.wikipedia.org/w/index.php?title=Louis%20Lowenstein%20%28medicine%29&action=history,https://en.wikipedia.org/w/index.php?title=Louis%20Lowenstein%20%28medicine%29,Talk:Louis Lowenstein (medicine),https://en.wikipedia.org/w/index.php?title=Talk:Louis%20Lowenstein%20%28medicine%29,Louis Lowenstein (medicine),26192300,0.0
Massouh's sign,Low-Class,2023-09-25T02:13:45Z,Stub-Class,2023-09-25T02:13:45Z,https://en.wikipedia.org/w/index.php?title=Massouh%27s%20sign&action=history,https://en.wikipedia.org/w/index.php?title=Massouh%27s%20sign,Talk:Massouh's sign,https://en.wikipedia.org/w/index.php?title=Talk:Massouh%27s%20sign,Massouh's sign,18044264,0.0
Maureen Murphy (scientist),Low-Class,2018-09-29T02:40:19Z,Stub-Class,2018-08-28T12:50:52Z,https://en.wikipedia.org/w/index.php?title=Maureen%20Murphy%20%28scientist%29&action=history,https://en.wikipedia.org/w/index.php?title=Maureen%20Murphy%20%28scientist%29,Talk:Maureen Murphy (scientist),https://en.wikipedia.org/w/index.php?title=Talk:Maureen%20Murphy%20%28scientist%29,Maureen Murphy (scientist),41979433,0.0
Methyl green-pyronin stain,Low-Class,2022-06-09T17:36:01Z,Stub-Class,2022-06-09T17:36:01Z,https://en.wikipedia.org/w/index.php?title=Methyl%20green-pyronin%20stain&action=history,https://en.wikipedia.org/w/index.php?title=Methyl%20green-pyronin%20stain,Talk:Methyl green-pyronin stain,https://en.wikipedia.org/w/index.php?title=Talk:Methyl%20green-pyronin%20stain,Methyl green-pyronin stain,48036957,0.0
Michael B. Gorin,Low-Class,2013-10-06T22:36:09Z,Stub-Class,2013-10-06T22:36:09Z,https://en.wikipedia.org/w/index.php?title=Michael%20B.%20Gorin&action=history,https://en.wikipedia.org/w/index.php?title=Michael%20B.%20Gorin,Talk:Michael B. Gorin,https://en.wikipedia.org/w/index.php?title=Talk:Michael%20B.%20Gorin,Michael B. Gorin,40724803,0.0
Microcheilia,Low-Class,2013-03-12T01:03:58Z,Stub-Class,2013-03-12T01:03:58Z,https://en.wikipedia.org/w/index.php?title=Microcheilia&action=history,https://en.wikipedia.org/w/index.php?title=Microcheilia,Talk:Microcheilia,https://en.wikipedia.org/w/index.php?title=Talk:Microcheilia,Microcheilia,20618773,0.0
Middle East Society for Organ Transplantation,Low-Class,2019-02-16T21:28:56Z,Stub-Class,2019-02-16T21:28:56Z,https://en.wikipedia.org/w/index.php?title=Middle%20East%20Society%20for%20Organ%20Transplantation&action=history,https://en.wikipedia.org/w/index.php?title=Middle%20East%20Society%20for%20Organ%20Transplantation,Talk:Middle East Society for Organ Transplantation,https://en.wikipedia.org/w/index.php?title=Talk:Middle%20East%20Society%20for%20Organ%20Transplantation,Middle East Society for Organ Transplantation,59986827,0.0
Military nurse,Low-Class,2008-02-01T19:17:59Z,Stub-Class,2008-02-01T19:17:59Z,https://en.wikipedia.org/w/index.php?title=Military%20nurse&action=history,https://en.wikipedia.org/w/index.php?title=Military%20nurse,Talk:Military nurse,https://en.wikipedia.org/w/index.php?title=Talk:Military%20nurse,Military nurse,2374140,0.0
Morel's ear,Low-Class,2012-01-27T20:20:14Z,Stub-Class,2012-01-03T17:15:12Z,https://en.wikipedia.org/w/index.php?title=Morel%27s%20ear&action=history,https://en.wikipedia.org/w/index.php?title=Morel%27s%20ear,Talk:Morel's ear,https://en.wikipedia.org/w/index.php?title=Talk:Morel%27s%20ear,Morel's ear,34262430,0.0
Morning report (medicine),Low-Class,2007-12-28T06:55:37Z,Stub-Class,2007-12-28T06:55:37Z,https://en.wikipedia.org/w/index.php?title=Morning%20report%20%28medicine%29&action=history,https://en.wikipedia.org/w/index.php?title=Morning%20report%20%28medicine%29,Talk:Morning report (medicine),https://en.wikipedia.org/w/index.php?title=Talk:Morning%20report%20%28medicine%29,Morning report (medicine),5150208,0.0
Muscular defense,Low-Class,2008-11-29T06:05:03Z,Stub-Class,2008-11-29T06:05:03Z,https://en.wikipedia.org/w/index.php?title=Muscular%20defense&action=history,https://en.wikipedia.org/w/index.php?title=Muscular%20defense,Talk:Muscular defense,https://en.wikipedia.org/w/index.php?title=Talk:Muscular%20defense,Muscular defense,15311550,0.0
Münci Kalayoğlu,Low-Class,2011-02-10T19:11:00Z,Stub-Class,2011-02-10T19:11:00Z,https://en.wikipedia.org/w/index.php?title=M%C3%BCnci%20Kalayo%C4%9Flu&action=history,https://en.wikipedia.org/w/index.php?title=M%C3%BCnci%20Kalayo%C4%9Flu,Talk:Münci Kalayoğlu,https://en.wikipedia.org/w/index.php?title=Talk:M%C3%BCnci%20Kalayo%C4%9Flu,Münci Kalayoğlu,25837438,0.0
Neck mass,Low-Class,2013-03-12T01:09:57Z,Stub-Class,2013-03-12T01:09:57Z,https://en.wikipedia.org/w/index.php?title=Neck%20mass&action=history,https://en.wikipedia.org/w/index.php?title=Neck%20mass,Talk:Neck mass,https://en.wikipedia.org/w/index.php?title=Talk:Neck%20mass,Neck mass,28478772,0.0
Neuromuscular diagnostics,Low-Class,2020-08-24T09:10:51Z,Stub-Class,2020-08-24T09:10:51Z,https://en.wikipedia.org/w/index.php?title=Neuromuscular%20diagnostics&action=history,https://en.wikipedia.org/w/index.php?title=Neuromuscular%20diagnostics,Talk:Neuromuscular diagnostics,https://en.wikipedia.org/w/index.php?title=Talk:Neuromuscular%20diagnostics,Neuromuscular diagnostics,1392396,0.0
Nicholas Way,Low-Class,2021-07-19T18:47:30Z,Stub-Class,2021-07-19T18:47:30Z,https://en.wikipedia.org/w/index.php?title=Nicholas%20Way&action=history,https://en.wikipedia.org/w/index.php?title=Nicholas%20Way,Talk:Nicholas Way,https://en.wikipedia.org/w/index.php?title=Talk:Nicholas%20Way,Nicholas Way,68220949,0.0
Noah Thomas,Low-Class,2017-01-15T09:33:47Z,Stub-Class,2015-07-01T21:37:34Z,https://en.wikipedia.org/w/index.php?title=Noah%20Thomas&action=history,https://en.wikipedia.org/w/index.php?title=Noah%20Thomas,Talk:Noah Thomas,https://en.wikipedia.org/w/index.php?title=Talk:Noah%20Thomas,Noah Thomas,47130477,0.0
Nuclear atypia,Low-Class,2011-09-09T15:18:51Z,Stub-Class,2011-09-09T15:18:51Z,https://en.wikipedia.org/w/index.php?title=Nuclear%20atypia&action=history,https://en.wikipedia.org/w/index.php?title=Nuclear%20atypia,Talk:Nuclear atypia,https://en.wikipedia.org/w/index.php?title=Talk:Nuclear%20atypia,Nuclear atypia,31967106,0.0
Operating microscope,Low-Class,2011-03-21T03:01:18Z,Stub-Class,2011-03-21T03:01:18Z,https://en.wikipedia.org/w/index.php?title=Operating%20microscope&action=history,https://en.wikipedia.org/w/index.php?title=Operating%20microscope,Talk:Operating microscope,https://en.wikipedia.org/w/index.php?title=Talk:Operating%20microscope,Operating microscope,25270749,0.0
Optic stalk,Low-Class,2008-06-27T22:16:33Z,Stub-Class,2007-10-24T00:17:35Z,https://en.wikipedia.org/w/index.php?title=Optic%20stalk&action=history,https://en.wikipedia.org/w/index.php?title=Optic%20stalk,Talk:Optic stalk,https://en.wikipedia.org/w/index.php?title=Talk:Optic%20stalk,Optic stalk,4919320,0.0
Panniculus,Low-Class,2007-12-31T07:10:00Z,Stub-Class,2007-12-31T07:10:00Z,https://en.wikipedia.org/w/index.php?title=Panniculus&action=history,https://en.wikipedia.org/w/index.php?title=Panniculus,Talk:Panniculus,https://en.wikipedia.org/w/index.php?title=Talk:Panniculus,Panniculus,2903022,0.0
Peripheral vasculopathy,Low-Class,2017-10-21T22:22:21Z,Stub-Class,2017-10-21T22:22:21Z,https://en.wikipedia.org/w/index.php?title=Peripheral%20vasculopathy&action=history,https://en.wikipedia.org/w/index.php?title=Peripheral%20vasculopathy,Talk:Peripheral vasculopathy,https://en.wikipedia.org/w/index.php?title=Talk:Peripheral%20vasculopathy,Peripheral vasculopathy,41199866,0.0
Peter K. Thomas,Low-Class,2013-07-03T01:48:03Z,Stub-Class,2013-07-03T01:48:03Z,https://en.wikipedia.org/w/index.php?title=Peter%20K.%20Thomas&action=history,https://en.wikipedia.org/w/index.php?title=Peter%20K.%20Thomas,Talk:Peter K. Thomas,https://en.wikipedia.org/w/index.php?title=Talk:Peter%20K.%20Thomas,Peter K. Thomas,31074812,0.0
Pierre Bazy,Low-Class,2019-08-28T02:20:28Z,Stub-Class,2019-08-28T02:20:28Z,https://en.wikipedia.org/w/index.php?title=Pierre%20Bazy&action=history,https://en.wikipedia.org/w/index.php?title=Pierre%20Bazy,Talk:Pierre Bazy,https://en.wikipedia.org/w/index.php?title=Talk:Pierre%20Bazy,Pierre Bazy,34768660,0.0
Pill reminder,Low-Class,2023-09-28T03:39:10Z,Stub-Class,2023-09-28T03:39:10Z,https://en.wikipedia.org/w/index.php?title=Pill%20reminder&action=history,https://en.wikipedia.org/w/index.php?title=Pill%20reminder,Talk:Pill reminder,https://en.wikipedia.org/w/index.php?title=Talk:Pill%20reminder,Pill reminder,47331849,0.0
Pivot-shift test,Low-Class,2016-10-12T07:33:56Z,Stub-Class,2016-10-12T07:33:56Z,https://en.wikipedia.org/w/index.php?title=Pivot-shift%20test&action=history,https://en.wikipedia.org/w/index.php?title=Pivot-shift%20test,Talk:Pivot-shift test,https://en.wikipedia.org/w/index.php?title=Talk:Pivot-shift%20test,Pivot-shift test,16207321,0.0
Precordial concordance,Low-Class,2018-11-30T22:05:47Z,Stub-Class,2018-11-30T22:05:47Z,https://en.wikipedia.org/w/index.php?title=Precordial%20concordance&action=history,https://en.wikipedia.org/w/index.php?title=Precordial%20concordance,Talk:Precordial concordance,https://en.wikipedia.org/w/index.php?title=Talk:Precordial%20concordance,Precordial concordance,58687359,0.0
Preperitoneal packing,Low-Class,2018-05-20T17:05:24Z,Stub-Class,2018-05-20T17:05:24Z,https://en.wikipedia.org/w/index.php?title=Preperitoneal%20packing&action=history,https://en.wikipedia.org/w/index.php?title=Preperitoneal%20packing,Talk:Preperitoneal packing,https://en.wikipedia.org/w/index.php?title=Talk:Preperitoneal%20packing,Preperitoneal packing,57442751,0.0
Presystolic murmur,Low-Class,2013-03-10T23:05:42Z,Stub-Class,2013-03-10T23:05:42Z,https://en.wikipedia.org/w/index.php?title=Presystolic%20murmur&action=history,https://en.wikipedia.org/w/index.php?title=Presystolic%20murmur,Talk:Presystolic murmur,https://en.wikipedia.org/w/index.php?title=Talk:Presystolic%20murmur,Presystolic murmur,20909917,0.0
Prinomastat,Low-Class,2025-02-07T04:36:13Z,Stub-Class,2025-02-07T04:36:13Z,https://en.wikipedia.org/w/index.php?title=Prinomastat&action=history,https://en.wikipedia.org/w/index.php?title=Prinomastat,Talk:Prinomastat,https://en.wikipedia.org/w/index.php?title=Talk:Prinomastat,Prinomastat,31997941,0.0
Public health centres in Japan,Low-Class,2008-02-22T02:41:18Z,Stub-Class,2007-03-12T08:00:06Z,https://en.wikipedia.org/w/index.php?title=Public%20health%20centres%20in%20Japan&action=history,https://en.wikipedia.org/w/index.php?title=Public%20health%20centres%20in%20Japan,Talk:Public health centres in Japan,https://en.wikipedia.org/w/index.php?title=Talk:Public%20health%20centres%20in%20Japan,Public health centres in Japan,2911957,0.0
Pursed-lip breathing,Low-Class,2018-10-07T22:12:45Z,Stub-Class,2018-10-07T22:13:08Z,https://en.wikipedia.org/w/index.php?title=Pursed-lip%20breathing&action=history,https://en.wikipedia.org/w/index.php?title=Pursed-lip%20breathing,Talk:Pursed-lip breathing,https://en.wikipedia.org/w/index.php?title=Talk:Pursed-lip%20breathing,Pursed-lip breathing,32752480,0.0
Pyrovalerone,Low-Class,2010-04-22T13:31:45Z,Stub-Class,2010-04-22T13:31:45Z,https://en.wikipedia.org/w/index.php?title=Pyrovalerone&action=history,https://en.wikipedia.org/w/index.php?title=Pyrovalerone,Talk:Pyrovalerone,https://en.wikipedia.org/w/index.php?title=Talk:Pyrovalerone,Pyrovalerone,9121296,0.0
Radioimmunodetection,Low-Class,2009-08-21T23:48:13Z,Stub-Class,2009-08-21T23:48:13Z,https://en.wikipedia.org/w/index.php?title=Radioimmunodetection&action=history,https://en.wikipedia.org/w/index.php?title=Radioimmunodetection,Talk:Radioimmunodetection,https://en.wikipedia.org/w/index.php?title=Talk:Radioimmunodetection,Radioimmunodetection,24026133,0.0
Ravi Kant (surgeon),Low-Class,2018-07-14T00:32:41Z,Stub-Class,2018-07-14T00:32:41Z,https://en.wikipedia.org/w/index.php?title=Ravi%20Kant%20%28surgeon%29&action=history,https://en.wikipedia.org/w/index.php?title=Ravi%20Kant%20%28surgeon%29,Talk:Ravi Kant (surgeon),https://en.wikipedia.org/w/index.php?title=Talk:Ravi%20Kant%20%28surgeon%29,Ravi Kant (surgeon),51063962,0.0
Reaction of degeneration,Low-Class,2023-09-28T03:58:51Z,Stub-Class,2023-09-28T03:58:51Z,https://en.wikipedia.org/w/index.php?title=Reaction%20of%20degeneration&action=history,https://en.wikipedia.org/w/index.php?title=Reaction%20of%20degeneration,Talk:Reaction of degeneration,https://en.wikipedia.org/w/index.php?title=Talk:Reaction%20of%20degeneration,Reaction of degeneration,47488753,0.0
